Id,Name,DeveloperName,NamespacePrefix,SobjectType,IsSoqlCompatible,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate
00BdM000009ePtsUAE,All Open Leads,AllOpenLeads,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IcUAI,My Unread Leads,MyUnreadLeads,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IsUAI,Today's Leads,TodaysLeads,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J4UAI,View - Custom 2,ViewCustom2,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4J5UAI,View - Custom 1,ViewCustom1,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JQUAY,Recently Viewed Leads,RecentlyViewedLeads,,Lead,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePttUAE,All Opportunities,AllOpportunities,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720684690000,005dM000004WE3FQAW,1720684690000,1720684761000.0,1720684761000.0
00BdM000009f4IVUAY,Closing This Month,ClosingThisMonth,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IaUAI,New Last Week,NewLastWeek,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IdUAI,Closing Next Month,ClosingNextMonth,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IiUAI,Private,Private,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IlUAI,New This Week,NewThisWeek,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4ItUAI,Won,Won,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JZUAY,Recently Viewed Opportunities,RecentlyViewedOpportunities,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JcUAI,My Opportunities,MyOpportunities,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4KGUAY,Opportunity Pipeline,Default_Opportunity_Pipeline,,Opportunity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009sdYhUAI,High Probability Opportunities,High_Probability_Opportunities,,Opportunity,True,1720684777000,005dM000004WE3FQAW,1720684821000,005dM000004WE3FQAW,1720684821000,1720684822000.0,1720684822000.0
00BdM000009ePtwUAE,All Users,AllUsers,,User,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1721296414000.0,1721296414000.0
00BdM000009f4IbUAI,Admin Users,AdminUsers,,User,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IrUAI,Active Users,ActiveUsers,,User,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IXUAY,All Closed Cases,AllClosedCases,,Case,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IZUAY,All Open Cases,AllOpenCases,,Case,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IfUAI,My Open Cases,MyOpenCases,,Case,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JUUAY,Recently Viewed Cases,RecentlyViewedCases,,Case,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JWUAY,My Cases,MyCases,,Case,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1726147897000.0,1726147897000.0
00BdM000009f4JTUAY,All Forecasts,AllForecasts,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JbUAI,My Forecasts,MyForecasts,,,False,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JRUAY,All Notes,AllNotes,,Note,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IoUAI,Upcoming Events,UpcomingEvents,,Activity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4IqUAI,Today's Tasks,TodaysTasks,,Activity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JOUAY,My Activities,MyActivities,,Activity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009f4JfUAI,All Activities,AllActivities,,Activity,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,,
00BdM000009ePuUUAU,Created by Me,CreatedByMe,,Dashboard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePuVUAU,Private Dashboards,PrivateDashboards,,Dashboard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009ePuWUAU,All Dashboards,AllDashboards,,Dashboard,True,1720590630000,005dM000004WWvKQAW,1720590630000,005dM000004WWvKQAW,1720590630000,,
00BdM000009f4KNUAY,View_00541000000mEeaAAE,View_00541000000mEeaAAE,,Report,True,1720590630000,005dM000004WE3FQAW,1720590630000,005dM000004WE3FQAW,1720590630000,1725876269000.0,1725876269000.0
00BdM000009ePtpUAE,SetupAppMenuItems,SetupAppMenuItems,,AppMenuItem,True,1720590630000,005dM000004WE3FQAW,1722321877000,005dM000004WE3FQAW,1722321877000,,
00BdM000009f74DUAQ,My Contacts,My_Contacts_005dM000004WE3FQAW_1720591929687,,Contact,True,1720591929000,005dM000004WE3FQAW,1720591929000,005dM000004WE3FQAW,1720591929000,1723458435000.0,1723458435000.0
00BdM000009f74EUAQ,My Important Contacts,My_Important_Contacts_005dM000004WE3FQAW_1720591929716,,Contact,True,1720591929000,005dM000004WE3FQAW,1720591929000,005dM000004WE3FQAW,1720591929000,1720591929000.0,1720591929000.0
