Id,MetricsDate,PageName,Browser,SystemModstamp,RecordCountEPT,TotalCount,SumEPT,EptBinUnder3,EptBin3To5,EptBin5To8,EptBin8To10,EptBinOver10
3mKdM000000PtVRUA0,2024-09-09,onesetup:baseHomePage,CHROME,2024-09-10T04:37:04Z,1,1,1019,1,0,0,0,0
3mKdM000000Q1L0UAK,2024-09-10,objectManager:objectDetailPage,CHROME,2024-09-11T04:40:44Z,20,21,8600,20,0,0,0,0
3mKdM000000Q4VfUAK,2024-09-10,objectManager:objectList,CHROME,2024-09-11T04:40:44Z,11,11,7027,11,0,0,0,0
3mKdM000000Q5eGUAS,2024-09-10,onesetup:baseHomePage,CHROME,2024-09-11T04:40:44Z,1,1,944,1,0,0,0,0
3mKdM000000QAl9UAG,2024-09-11,objectManager:objectDetailPage,CHROME,2024-09-12T04:35:06Z,6,6,2137,6,0,0,0,0
3mKdM000000QHG2UAO,2024-09-11,objectManager:objectList,CHROME,2024-09-12T04:35:06Z,5,5,2808,5,0,0,0,0
3mKdM000000QQovUAG,2024-09-12,objectManager:objectList,CHROME,2024-09-13T04:01:36Z,0,3,0,0,0,0,0,0
3mKdM000000QTEKUA4,2024-09-12,Case Record List,CHROME,2024-09-13T04:01:36Z,1,2,1710,1,0,0,0,0
3mKdM000000QTFFUA4,2024-09-12,onesetup:baseHomePage,CHROME,2024-09-13T04:01:36Z,1,2,1641,1,0,0,0,0
3mKdM000000QXkEUAW,2024-09-13,objectManager:objectDetailPage,CHROME,2024-09-14T04:41:40Z,10,11,6434,10,0,0,0,0
3mKdM000000QbveUAC,2024-09-13,objectManager:objectList,CHROME,2024-09-14T04:41:40Z,6,6,3564,6,0,0,0,0
3mKdM000000Qnl9UAC,2024-09-16,ContentDocument Files,CHROME,2024-09-17T04:55:52Z,2,2,3706,2,0,0,0,0
3mKdM000000QqXsUAK,2024-09-16,objectManager:objectList,CHROME,2024-09-17T04:55:52Z,4,6,2894,4,0,0,0,0
3mKdM000000QrDvUAK,2024-09-16,onesetup:baseHomePage,CHROME,2024-09-17T04:55:52Z,0,1,0,0,0,0,0,0
3mKdM000000QrgaUAC,2024-09-16,setupnav:appManager,CHROME,2024-09-17T04:55:52Z,1,2,979,1,0,0,0,0
3mKdM000000QuWMUA0,2024-09-16,Dashboard,CHROME,2024-09-17T04:55:52Z,0,1,0,0,0,0,0,0
3mKdM000000QvcaUAC,2024-09-16,Dashboard Dashboards,CHROME,2024-09-17T04:55:52Z,1,1,258,1,0,0,0,0
3mKdM000000QveAUAS,2024-09-16,onesetup:setupAlohaPage,CHROME,2024-09-17T04:55:52Z,1,1,1481,1,0,0,0,0
3mKdM000000QwBfUAK,2024-09-16,objectManager:objectDetailPage,CHROME,2024-09-17T04:55:52Z,1,1,857,1,0,0,0,0
